Score,Label,Name,Category,Duration(min),TSS,IF,Protocol,Z1%,Z2%,Z3%,Z4%,Z5%,Z6%,Dominant,Notes,File
7,GOOD ✓,Tenacity,build-me-up,120.0,114.0,0.755,Anaerobic — 4×60s @ 115%,33.3,5.0,51.7,1.7,0.8,7.5,Z3,Anaerobic capacity / W' builder,week-11-tenacity.zwo
7,GOOD ✓,Bricolage,build-me-up,120.0,104.8,0.724,Anaerobic — 5×60s @ 120%,27.1,34.2,15.0,0.4,17.1,6.2,Z2,Anaerobic capacity / W' builder,week-8-bricolage.zwo
7,GOOD ✓,E/T/LT/A: Kitchen Sink,gc-coaching,120.0,112.2,0.749,Threshold — 32min steady @ 104%,15.4,57.5,1.7,1.7,16.7,7.1,Z2,Sustained threshold work,sweet-spot-etlta-kitchen-sink.zwo
7,GOOD ✓,5. Sunday - E/T/LT/A: Kitchen Sink,gc-coaching-virtual-group-training-phase-1,120.0,112.2,0.749,Anaerobic — 3×30s @ 120%,15.4,57.5,1.7,1.7,16.7,7.1,Z2,Anaerobic capacity / W' builder,week-3-5-sunday-etlta-kitchen-sink.zwo
7,GOOD ✓,Building Base,gravel-grinder,120.0,89.2,0.668,Sweet Spot — 14min steady @ 88%,33.3,30.0,29.2,7.5,0.0,0.0,Z1,Sustained sub-threshold work,week-9-building-base.zwo
7,GOOD ✓,A) The Mayfield,charity-endurance-challenge,120.0,108.3,0.736,Anaerobic — 3×30s @ 120%,18.8,55.8,1.7,0.0,16.7,7.1,Z2,Anaerobic capacity / W' builder,week-1-a-the-mayfield.zwo
7,GOOD ✓,A) The Min,charity-endurance-challenge,120.0,105.1,0.725,Sprint — 5×30s @ 150%,41.2,36.2,1.7,13.3,0.0,7.5,Z1,Neuromuscular power / sprint,week-2-a-the-min.zwo
7,GOOD ✓,Day 2,your-first-century,120.0,77.4,0.622,Anaerobic — 5×90s @ 110%,37.5,56.2,0.0,0.0,0.0,6.2,Z2,Anaerobic capacity / W' builder,week-9-day-2.zwo
7,GOOD ✓,"#18-DPC Zone 2 Ride + ""Sweetspot"" - Session 1",zf18-direct-power-coaching-phase-2,120.0,80.4,0.634,Sweet Spot — 10min steady @ 88%,41.7,50.0,0.0,8.3,0.0,0.0,Z2,Sustained sub-threshold work,week-1-18-dpc-zone-2-ride-plus-sweetspot-session-1.zwo
7,GOOD ✓,"#21-DPC Zone 2 Ride + ""Sweetspot"" - Session 2",zf18-direct-power-coaching-phase-2,120.0,87.1,0.66,Sweet Spot — 20min steady @ 90%,33.3,50.0,0.0,16.7,0.0,0.0,Z2,Sustained sub-threshold work,week-2-21-dpc-zone-2-ride-plus-sweetspot-session-2.zwo
7,GOOD ✓,"#24-DPC Zone 2 Ride + ""Sweetspot"" - Session 3",zf18-direct-power-coaching-phase-2,120.0,103.4,0.719,Sweet Spot — 30min steady @ 90%,25.0,50.0,0.0,25.0,0.0,0.0,Z2,Sustained sub-threshold work,week-3-24-dpc-zone-2-ride-plus-sweetspot-session-3.zwo
7,GOOD ✓,SZR Aktivitus 2h v1,aktivitus-10wk-ironteam-endurance,119.0,114.3,0.759,Threshold — 20min steady @ 101%,17.6,33.6,16.8,13.4,15.1,3.4,Z2,Sustained threshold work,szr-aktivitus-2h-v1.zwo
7,GOOD ✓,Roubaix+,classics-climbing,118.3,121.8,0.786,Threshold — 26min steady @ 96%,18.6,30.4,26.5,18.3,1.7,4.5,Z2,Sustained threshold work,roubaix-plus.zwo
7,GOOD ✓,Week 1: Pushing Week,coop-academy,118.1,116.7,0.77,Threshold — 48min steady @ 103%,12.7,46.6,0.0,0.0,40.7,0.0,Z2,Sustained threshold work,month-5-semifinals-week-1-pushing-week.zwo
7,GOOD ✓,HIIT #1,paul-mack,116.3,103.0,0.729,Sprint — 12×30s @ 264%,10.3,73.4,5.0,5.3,0.3,5.7,Z2,Neuromuscular power / sprint,hiit-high-intensity-interval-training-hiit-1.zwo
7,GOOD ✓,4. The Long Ride - Spiked Base Progressive VO2,gran-fondo,115.0,118.1,0.785,Threshold — 20min steady @ 98%,8.7,56.5,0.0,26.1,8.7,0.0,Z2,Sustained threshold work,week-2-4-the-long-ride-spiked-base-progressive-vo2.zwo
7,GOOD ✓,Day 2 - Cruise 3 x 15min,2018-prl100-prep,114.0,94.2,0.704,Sweet Spot — 45min steady @ 95%,46.5,12.3,1.8,13.2,26.3,0.0,Z1,Sustained sub-threshold work,week-9-day-2-cruise-3-x-15min.zwo
7,GOOD ✓,Day 6 - Tempo 2 x 20min,2018-prl100-prep,113.0,75.2,0.632,Sweet Spot — 40min steady @ 85%,57.5,6.2,36.3,0.0,0.0,0.0,Z1,Sustained sub-threshold work,week-7-day-6-tempo-2-x-20min.zwo
7,GOOD ✓,Day 4 - FTP work - Short and Sweet,hunters-challenge,113.0,148.8,0.889,Anaerobic — 4×60s @ 160%,0.0,61.1,0.0,0.0,0.0,38.9,Z2,Anaerobic capacity / W' builder,week-4-day-4-ftp-work-short-and-sweet.zwo
7,GOOD ✓,Dirty 30's,derek-rushs-pain-cave-challenge,112.0,115.3,0.786,Anaerobic — 20×30s @ 140%,33.9,10.7,35.7,0.0,0.0,19.6,Z3,Anaerobic capacity / W' builder,dirty-30s.zwo
7,GOOD ✓,Day 1 - Threshold and Vo2 Max!,hunters-challenge,112.0,137.1,0.857,Threshold — 25min steady @ 98%,0.0,22.3,54.5,14.3,0.0,8.9,Z3,Sustained threshold work,week-4-day-1-threshold-and-vo2-max.zwo
7,GOOD ✓,Day 4 - Explosive SST #1,2018-prl100-prep,111.5,79.0,0.652,Sweet Spot — 32min steady @ 92%,57.4,12.6,1.8,26.9,0.0,1.3,Z1,Sustained sub-threshold work,week-7-day-4-explosive-sst-1.zwo
7,GOOD ✓,Day 2 - Cruise 4 x 10min,2018-prl100-prep,111.0,88.6,0.692,Threshold — 40min steady @ 96%,49.5,12.6,1.8,18.0,18.0,0.0,Z1,Sustained threshold work,week-8-day-2-cruise-4-x-10min.zwo
7,GOOD ✓,Tempo with Bursts,john-hunts-workouts,111.0,109.1,0.768,Anaerobic — 3×60s @ 115%,32.4,0.0,54.1,0.0,0.0,13.5,Z3,Anaerobic capacity / W' builder,tempo-with-bursts.zwo
7,GOOD ✓,Over Under Progression #10,paul-mack,111.0,102.1,0.743,Anaerobic — 6×30s @ 110%,15.3,57.4,3.6,14.7,3.9,5.1,Z2,Anaerobic capacity / W' builder,over-under-progression-over-under-progression-10.zwo
7,GOOD ✓,Over Under Progression #11,paul-mack,111.0,97.0,0.724,Anaerobic — 8×30s @ 110%,15.3,68.2,3.6,3.9,4.8,4.2,Z2,Anaerobic capacity / W' builder,over-under-progression-over-under-progression-11.zwo
7,GOOD ✓,Modified 2/3+,classics-climbing,110.0,109.0,0.771,Sprint — 4×10s @ 280%,9.1,53.6,19.4,14.5,0.9,2.4,Z2,Neuromuscular power / sprint,modified-23-plus.zwo
7,GOOD ✓,Day 3 - Slay the Dragon,hunters-challenge,110.0,149.2,0.902,Anaerobic — 10×10s @ 114%,0.0,45.5,0.0,16.7,0.0,37.9,Z2,Anaerobic capacity / W' builder,week-4-day-3-slay-the-dragon.zwo
7,GOOD ✓,Speed Intervals,derek-rushs-pain-cave-challenge,109.7,100.6,0.742,Sprint — 20×10s @ 200%,38.9,48.6,0.0,0.0,0.0,12.5,Z2,Neuromuscular power / sprint,speed-intervals.zwo
7,GOOD ✓,Vo2 Progression #21,paul-mack,108.2,100.6,0.747,Anaerobic — 20×10s @ 120%,46.8,13.9,0.0,20.8,0.0,18.5,Z1,Anaerobic capacity / W' builder,vo2-progression-vo2-progression-21.zwo
7,GOOD ✓,5. Sunday - SST/OU: Purple Unicorn,gc-coaching-virtual-group-training-phase-1,107.0,121.4,0.825,Anaerobic — 3×30s @ 120%,22.0,5.6,46.7,1.9,15.0,8.9,Z3,Anaerobic capacity / W' builder,week-6-5-sunday-sstou-purple-unicorn.zwo
7,GOOD ✓,Day 2 - 2x20min Crisscross,active-offseason,106.0,101.0,0.756,Anaerobic — 8×30s @ 120%,38.7,14.2,0.0,30.2,0.0,17.0,Z1,Anaerobic capacity / W' builder,week-10-day-2-2x20min-crisscross.zwo
7,GOOD ✓,Day 1 - Strength Training,crit-crusher,106.0,78.6,0.667,Sprint — 10×15s @ 180%,73.1,0.0,0.0,0.0,18.9,8.0,Z1,Neuromuscular power / sprint,week-2-day-1-strength-training.zwo
7,GOOD ✓,Week 4: ChickenCycling Threshold Push,coop-academy,106.0,87.3,0.703,Sweet Spot — 36min steady @ 95%,37.7,23.6,4.7,34.0,0.0,0.0,Z1,Sustained sub-threshold work,month-4-semifinals-week-4-coop-threshold-push.zwo
7,GOOD ✓,Purple Unicorn,90plus-minutes-to-burn,105.0,112.0,0.8,Sweet Spot — 66min steady @ 93%,30.0,2.9,40.5,4.3,13.8,8.6,Z3,Sustained sub-threshold work,purple-unicorn.zwo
7,GOOD ✓,Day 4 - 3x15min Crisscross,active-offseason,105.0,106.5,0.78,Anaerobic — 6×30s @ 120%,27.6,20.0,0.0,34.3,9.5,8.6,Z4,Anaerobic capacity / W' builder,week-11-day-4-3x15min-crisscross.zwo
7,GOOD ✓,Day 1 - High-Cadence Into FTP,active-offseason,105.0,78.8,0.671,Threshold — 25min steady @ 95%,42.9,33.3,0.0,9.5,14.3,0.0,Z1,Sustained threshold work,week-5-day-1-high-cadence-into-ftp.zwo
7,GOOD ✓,Purple Unicorn,build-me-up,105.0,112.0,0.8,Sweet Spot — 66min steady @ 93%,30.0,2.9,40.5,4.3,13.8,8.6,Z3,Sustained sub-threshold work,week-4-purple-unicorn.zwo
7,GOOD ✓,GC Coaching's Purple Unicorn,gc-coaching,105.0,112.0,0.8,Sweet Spot — 66min steady @ 93%,30.0,2.9,40.5,4.3,13.8,8.6,Z3,Sustained sub-threshold work,guided-workouts-gc-coachings-purple-unicorn.zwo
7,GOOD ✓,5x8 Building Base,gravel-grinder,105.0,84.0,0.693,Sweet Spot — 10min steady @ 85%,0.0,76.2,23.8,0.0,0.0,0.0,Z2,Sustained sub-threshold work,week-6-5x8-building-base.zwo
7,GOOD ✓,Day 6 - Mini Mega,hunters-challenge,105.0,112.8,0.803,Threshold — 45min steady @ 97%,0.0,57.1,0.0,38.1,0.0,4.8,Z2,Sustained threshold work,week-4-day-6-mini-mega.zwo
7,GOOD ✓,Session 5: Progressive Ramp,coop-academy,105.0,71.7,0.64,Sweet Spot — 20min steady @ 88%,57.1,23.8,0.0,19.0,0.0,0.0,Z1,Sustained sub-threshold work,month-1-session-5-progressive-ramp.zwo
7,GOOD ✓,5. Sunday - Pedaling Efficiency Drills + 60 minute Climb :-),gc-coaching-virtual-group-training-phase-1,102.0,89.8,0.727,Sweet Spot — 39min steady @ 88%,23.5,38.2,17.6,18.6,1.0,1.0,Z2,Sustained sub-threshold work,week-2-5-sunday-pedaling-efficiency-drills-plus-60-minute-climb-.zwo
7,GOOD ✓,Day 1 - Strength Training,crit-crusher,100.5,76.3,0.675,Sprint — 10×15s @ 175%,71.6,0.0,0.0,0.0,19.9,8.5,Z1,Neuromuscular power / sprint,week-1-day-1-strength-training.zwo
7,GOOD ✓,2x30 FTP Intervals,90plus-minutes-to-burn,100.0,118.4,0.843,Threshold — 60min steady @ 100%,10.0,30.0,0.0,0.0,60.0,0.0,Z5,Sustained threshold work,2x30-ftp-intervals.zwo
7,GOOD ✓,2x30 FTP Intervals,90plus-minutes-to-burn-legacy,100.0,118.4,0.843,Threshold — 60min steady @ 100%,10.0,30.0,0.0,0.0,60.0,0.0,Z5,Sustained threshold work,2x30-ftp-intervals.zwo
7,GOOD ✓,Day 3 - Cadence & Tempo,active-offseason,100.0,68.9,0.643,Sweet Spot — 20min steady @ 88%,45.0,35.0,0.0,20.0,0.0,0.0,Z1,Sustained sub-threshold work,week-1-day-3-cadence-tempo.zwo
7,GOOD ✓,3. The Long Ride,fondo,100.0,89.1,0.731,Sweet Spot — 40min steady @ 85%,15.0,35.0,50.0,0.0,0.0,0.0,Z3,Sustained sub-threshold work,week-3-3-the-long-ride.zwo
7,GOOD ✓,3x15 FTP Intervals,90plus-minutes-to-burn,99.0,97.8,0.77,Threshold — 45min steady @ 100%,24.2,30.3,0.0,0.0,45.5,0.0,Z5,Sustained threshold work,3x15-ftp-intervals.zwo
7,GOOD ✓,3x15 FTP Intervals,90plus-minutes-to-burn-legacy,99.0,97.8,0.77,Threshold — 45min steady @ 100%,24.2,30.3,0.0,0.0,45.5,0.0,Z5,Sustained threshold work,3x15-ftp-intervals.zwo
7,GOOD ✓,Threshold to Russian Steps,derek-rushs-pain-cave-challenge,99.0,110.4,0.818,Threshold — 53min steady @ 108%,34.0,12.1,0.0,0.0,40.4,13.5,Z5,Sustained threshold work,threshold-to-russian-steps.zwo
7,GOOD ✓,Session 26: Capacity Pyramids,coop-academy,99.0,95.6,0.761,Threshold — 25min steady @ 105%,0.0,54.5,20.2,0.0,25.3,0.0,Z2,Sustained threshold work,month-3-session-26-capacity-pyramids.zwo
7,GOOD ✓,Race Prep Session,best-of-coop-academy,98.8,107.3,0.807,Sprint — 24×15s @ 300%,53.5,21.2,0.0,10.1,0.0,15.2,Z1,Neuromuscular power / sprint,za-2017-race-prep-session.zwo
7,GOOD ✓,5. Race Prep Session,pro-development-2017,98.8,107.3,0.807,Sprint — 24×15s @ 300%,53.5,21.2,0.0,10.1,0.0,15.2,Z1,Neuromuscular power / sprint,month-1-5-race-prep-session.zwo
7,GOOD ✓,Day 5 - SST 3 x 20min,2018-prl100-prep,98.2,104.5,0.799,Sweet Spot — 62min steady @ 92%,20.4,14.2,2.0,61.1,0.0,2.3,Z4,Sustained sub-threshold work,week-13-day-5-sst-3-x-20min.zwo
7,GOOD ✓,Day 4 - Explosive SST #2,2018-prl100-prep,98.2,89.9,0.741,Sweet Spot — 47min steady @ 92%,35.6,14.2,2.0,45.8,0.0,2.3,Z4,Sustained sub-threshold work,week-8-day-4-explosive-sst-2.zwo
7,GOOD ✓,Explosive SST #2,sweet-spot,98.2,89.9,0.741,Sweet Spot — 47min steady @ 92%,35.6,14.2,2.0,45.8,0.0,2.3,Z4,Sustained sub-threshold work,explosive-sst-2.zwo
7,GOOD ✓,Vo2 Progression #13,paul-mack,98.1,87.6,0.732,Anaerobic — 20×15s @ 120%,44.9,15.3,0.0,27.0,0.0,12.7,Z1,Anaerobic capacity / W' builder,vo2-progression-vo2-progression-13.zwo
7,GOOD ✓,Day 4 - Max Aerobic x 3,2018-prl100-prep,97.0,83.8,0.72,VO2max — 30min steady @ 109%,56.7,10.3,2.1,0.0,10.3,20.6,Z1,Sustained supra-threshold work,week-14-day-4-max-aerobic-x-3.zwo
7,GOOD ✓,Day 5 - Max Aerobic x 3,2018-prl100-prep,97.0,83.8,0.72,VO2max — 30min steady @ 109%,56.7,10.3,2.1,0.0,10.3,20.6,Z1,Sustained supra-threshold work,week-15-day-5-max-aerobic-x-3.zwo
7,GOOD ✓,Vo2 Progression #18,paul-mack,97.0,92.4,0.756,Anaerobic — 8×60s @ 120%,42.8,15.5,0.0,23.2,0.0,18.6,Z1,Anaerobic capacity / W' builder,vo2-progression-vo2-progression-18.zwo
7,GOOD ✓,Vo2 Progression #7,paul-mack,97.0,92.4,0.756,Anaerobic — 6×60s @ 120%,42.8,15.5,0.0,23.2,0.0,18.6,Z1,Anaerobic capacity / W' builder,vo2-progression-vo2-progression-7.zwo
7,GOOD ✓,Max Aerobic x 3,vo2-max,97.0,83.8,0.72,VO2max — 30min steady @ 109%,56.7,10.3,2.1,0.0,10.3,20.6,Z1,Sustained supra-threshold work,max-aerobic-x-3.zwo
7,GOOD ✓,Vo2 Progression #19,paul-mack,96.7,80.5,0.707,Anaerobic — 20×10s @ 120%,51.2,15.5,0.0,21.2,0.0,12.1,Z1,Anaerobic capacity / W' builder,vo2-progression-vo2-progression-19.zwo
7,GOOD ✓,Vo2 Progression #20,paul-mack,96.5,90.0,0.748,Anaerobic — 20×10s @ 120%,43.9,15.5,0.0,23.3,0.0,17.3,Z1,Anaerobic capacity / W' builder,vo2-progression-vo2-progression-20.zwo
7,GOOD ✓,Day 5 - XX SST 2 x 30min,2018-prl100-prep,96.0,106.8,0.817,Threshold — 60min steady @ 95%,20.8,14.6,2.1,46.9,0.0,15.6,Z4,Sustained threshold work,week-14-day-5-xx-sst-2-x-30min.zwo
7,GOOD ✓,Day 6 - XX SST 2 x 30min,2018-prl100-prep,96.0,106.8,0.817,Threshold — 60min steady @ 95%,20.8,14.6,2.1,46.9,0.0,15.6,Z4,Sustained threshold work,week-15-day-6-xx-sst-2-x-30min.zwo
7,GOOD ✓,Day 2 - Cruise 3 x 9min,2018-prl100-prep,96.0,69.1,0.657,Sweet Spot — 27min steady @ 95%,55.2,14.6,2.1,18.8,9.4,0.0,Z1,Sustained sub-threshold work,week-7-day-2-cruise-3-x-9min.zwo
7,GOOD ✓,Vo2 Progression #8,paul-mack,96.0,95.4,0.772,Anaerobic — 10×60s @ 120%,40.1,15.6,0.0,23.4,0.0,20.8,Z1,Anaerobic capacity / W' builder,vo2-progression-vo2-progression-8.zwo
7,GOOD ✓,SST/L4 -90-100min - 3 sets 4x3min (88-92-95%),applied-training-science,96.0,78.8,0.702,Sweet Spot — 36min steady @ 92%,50.0,9.4,3.1,37.5,0.0,0.0,Z1,Sustained sub-threshold work,week-3-sstl4-90-100min-3-sets-4x3min-88-92-95.zwo
7,GOOD ✓,Vo2 Progression #12,paul-mack,95.6,84.4,0.728,Anaerobic — 20×15s @ 120%,44.8,15.7,0.0,27.7,0.0,11.8,Z1,Anaerobic capacity / W' builder,vo2-progression-vo2-progression-12.zwo
7,GOOD ✓,Vo2 Progression #5,paul-mack,95.1,83.8,0.727,Anaerobic — 6×60s @ 120%,44.8,15.8,0.0,27.9,0.0,11.6,Z1,Anaerobic capacity / W' builder,vo2-progression-vo2-progression-5.zwo
7,GOOD ✓,Escalation,90plus-minutes-to-burn,95.0,90.0,0.754,Sprint — 5×30s @ 150%,26.8,15.8,31.6,17.4,2.6,5.8,Z3,Neuromuscular power / sprint,escalation.zwo
7,GOOD ✓,Escalation,build-me-up,95.0,90.0,0.754,Sprint — 5×30s @ 150%,26.8,15.8,31.6,17.4,2.6,5.8,Z3,Neuromuscular power / sprint,week-5-escalation.zwo
7,GOOD ✓,GC Coaching's Escalation,gc-coaching,95.0,90.0,0.754,Sprint — 5×30s @ 150%,26.8,15.8,31.6,17.4,2.6,5.8,Z3,Neuromuscular power / sprint,guided-workouts-gc-coachings-escalation.zwo
7,GOOD ✓,4. The Long Ride - Spiked Base,gran-fondo,95.0,74.7,0.687,Threshold — 12min steady @ 95%,17.9,53.7,21.1,0.0,6.3,1.1,Z2,Sustained threshold work,week-1-4-the-long-ride-spiked-base.zwo
7,GOOD ✓,Session 1: Pre-Test Day Ride,coop-academy,95.0,51.4,0.57,Sprint — 3×10s @ 160%,88.9,0.0,0.0,10.5,0.0,0.5,Z1,Neuromuscular power / sprint,month-1-session-1-pre-test-day-ride.zwo
7,GOOD ✓,Session 19: Pre-Test Day Ride,coop-academy,95.0,51.4,0.57,Sprint — 3×10s @ 160%,88.9,0.0,0.0,10.5,0.0,0.5,Z1,Neuromuscular power / sprint,month-3-session-19-pre-test-day-ride.zwo
7,GOOD ✓,Week 2: Threshold Pulling,coop-academy,95.0,92.9,0.766,VO2max — 30min steady @ 110%,0.0,57.9,0.0,0.0,0.0,42.1,Z2,Sustained supra-threshold work,month-5-semifinals-week-2-threshold-pulling.zwo
7,GOOD ✓,Week 4: Pulling Week,coop-academy,95.0,91.7,0.761,VO2max — 30min steady @ 110%,10.5,57.9,0.0,0.0,0.0,31.6,Z2,Sustained supra-threshold work,month-5-semifinals-week-4-pulling-week.zwo
7,GOOD ✓,Vo2 Progression #17,paul-mack,94.8,87.6,0.745,Anaerobic — 20×15s @ 120%,47.8,15.8,0.0,15.3,0.0,21.1,Z1,Anaerobic capacity / W' builder,vo2-progression-vo2-progression-17.zwo
7,GOOD ✓,Vo2 Progression #14,paul-mack,94.1,84.5,0.734,Anaerobic — 20×15s @ 120%,46.3,15.9,0.0,21.8,0.0,15.9,Z1,Anaerobic capacity / W' builder,vo2-progression-vo2-progression-14.zwo
7,GOOD ✓,Vo2 Progression #15,paul-mack,94.1,84.5,0.734,Anaerobic — 30×15s @ 120%,46.3,15.9,0.0,21.8,0.0,15.9,Z1,Anaerobic capacity / W' builder,vo2-progression-vo2-progression-15.zwo
7,GOOD ✓,Day 1 - Strength Training,crit-crusher,94.0,72.4,0.68,Sprint — 10×15s @ 200%,71.8,0.0,0.0,0.0,21.3,6.9,Z1,Neuromuscular power / sprint,week-3-day-1-strength-training.zwo
7,GOOD ✓,SST/L4 -90-100min - 7x5' with 4:30min@90% into 30s@105%,applied-training-science,94.0,76.5,0.699,Sweet Spot — 35min steady @ 92%,34.0,25.5,3.2,33.5,3.7,0.0,Z1,Sustained sub-threshold work,week-4-sstl4-90-100min-7x5-with-430min90-into-30s105.zwo
7,GOOD ✓,Over Under Progression #12,paul-mack,93.5,98.2,0.794,Anaerobic — 6×30s @ 110%,18.2,23.2,4.3,46.3,4.1,3.9,Z4,Anaerobic capacity / W' builder,over-under-progression-over-under-progression-12.zwo
7,GOOD ✓,4. Saturday - T: 3x20 w/ Bursts,gc-coaching-virtual-group-training-phase-1,93.0,89.1,0.758,Anaerobic — 3×30s @ 120%,19.9,64.5,2.2,2.2,0.0,11.3,Z2,Anaerobic capacity / W' builder,week-6-4-saturday-t-3x20-w-bursts.zwo
7,GOOD ✓,Sweetspot (SST) 75-120min with 4x10min@88-90-90-88%,applied-training-science,93.0,78.1,0.71,Sweet Spot — 40min steady @ 89%,30.1,26.9,0.0,43.0,0.0,0.0,Z4,Sustained sub-threshold work,week-3-sweetspot-sst-75-120min-with-4x10min88-90-90-88.zwo
7,GOOD ✓,Over Under Progression #19,paul-mack,92.1,92.9,0.778,Anaerobic — 3×60s @ 115%,18.5,29.1,7.1,36.8,0.4,8.1,Z4,Anaerobic capacity / W' builder,over-under-progression-over-under-progression-19.zwo
7,GOOD ✓,Day 2 - 5x3min Vo2 increasing,2018-prl100-prep,92.0,61.4,0.633,VO2max — 15min steady @ 110%,67.4,15.2,1.1,0.0,0.0,16.3,Z1,Sustained supra-threshold work,week-11-day-2-5x3min-vo2-increasing.zwo
7,GOOD ✓,Day 4 - Cruise 3 x 20min,2018-prl100-prep,92.0,104.6,0.826,Sweet Spot — 60min steady @ 95%,17.4,15.2,2.2,43.5,21.7,0.0,Z4,Sustained sub-threshold work,week-12-day-4-cruise-3-x-20min.zwo
7,GOOD ✓,SUPER Fast,90plus-minutes-to-burn,92.0,108.7,0.842,VO2max — 48min steady @ 108%,25.0,22.8,0.0,0.0,43.5,8.7,Z5,Sustained supra-threshold work,super-fast.zwo
7,GOOD ✓,Crisscross,federico-bassis,92.0,97.4,0.797,Anaerobic — 6×30s @ 120%,21.7,22.8,0.0,39.1,0.0,16.3,Z4,Anaerobic capacity / W' builder,crisscross.zwo
7,GOOD ✓,SUPER Fast,gcn,92.0,108.7,0.842,VO2max — 48min steady @ 108%,25.0,22.8,0.0,0.0,43.5,8.7,Z5,Sustained supra-threshold work,flat-out-fast-super-fast.zwo
7,GOOD ✓,Day 1 - The Quick Fix,hunters-challenge,92.0,120.9,0.888,Anaerobic — 6×60s @ 114%,0.0,38.0,10.9,28.3,0.0,22.8,Z2,Anaerobic capacity / W' builder,week-2-day-1-the-quick-fix.zwo
7,GOOD ✓,The Championship Decider,tri247com-pro-workouts,92.0,81.0,0.727,Threshold — 46min steady @ 96%,50.5,0.0,2.7,25.0,21.7,0.0,Z1,Sustained threshold work,the-championship-decider.zwo
7,GOOD ✓,SST/L4-3x10min with 2x4min@88% into 1min@100% - 70-100min,applied-training-science,92.0,74.3,0.696,Sweet Spot — 30min steady @ 90%,27.2,39.1,1.1,26.1,6.5,0.0,Z2,Sustained sub-threshold work,week-2-sstl4-3x10min-with-2x4min88-into-1min100-70-100min.zwo
7,GOOD ✓,Vo2 Progression #10,paul-mack,91.6,83.4,0.739,Anaerobic — 10×15s @ 120%,44.9,16.4,0.0,22.4,0.0,16.4,Z1,Anaerobic capacity / W' builder,vo2-progression-vo2-progression-10.zwo
7,GOOD ✓,Over Under Progression #20,paul-mack,91.3,91.7,0.776,Anaerobic — 3×60s @ 115%,18.6,29.4,7.2,37.1,0.4,7.3,Z4,Anaerobic capacity / W' builder,over-under-progression-over-under-progression-20.zwo
7,GOOD ✓,Day 2 - Mitochondria #3,4wk-prl-prep,91.0,54.4,0.599,Anaerobic — 20×30s @ 113%,80.2,2.2,1.1,4.4,0.0,12.1,Z1,Anaerobic capacity / W' builder,week-2-day-2-mitochondria-3.zwo
7,GOOD ✓,3. The Finisher,rising-stars-2023,91.0,91.1,0.775,Sweet Spot — 44min steady @ 95%,19.8,29.7,2.2,25.3,20.9,2.2,Z2,Sustained sub-threshold work,longer-workouts-3-the-finisher.zwo
7,GOOD ✓,SST/L4-2x12min with 4x2min@88% into 1min@100% -70-100min,applied-training-science,91.0,72.6,0.692,Sweet Spot — 24min steady @ 92%,22.0,50.5,1.1,17.6,8.8,0.0,Z2,Sustained sub-threshold work,week-1-sstl4-2x12min-with-4x2min88-into-1min100-70-100min.zwo
7,GOOD ✓,Over Under Progression #21,paul-mack,90.6,89.7,0.771,Anaerobic — 3×30s @ 125%,18.8,30.0,7.5,37.7,0.4,5.7,Z4,Anaerobic capacity / W' builder,over-under-progression-over-under-progression-21.zwo
7,GOOD ✓,Vo2 Progression #11,paul-mack,90.6,82.2,0.738,Anaerobic — 10×15s @ 120%,44.8,16.6,0.0,22.6,0.0,16.0,Z1,Anaerobic capacity / W' builder,vo2-progression-vo2-progression-11.zwo
7,GOOD ✓,VO 2 the Max,derek-rushs-pain-cave-challenge,90.5,117.1,0.881,Anaerobic — 50×60s @ 120%,32.0,11.0,0.0,0.0,0.0,56.9,Z6,Anaerobic capacity / W' builder,vo-2-the-max.zwo
7,GOOD ✓,Vo2 Progression #3,paul-mack,90.3,75.0,0.706,Anaerobic — 10×30s @ 120%,49.6,16.6,0.0,22.7,0.0,11.1,Z1,Anaerobic capacity / W' builder,vo2-progression-vo2-progression-3.zwo
7,GOOD ✓,Over Under Progression #4,paul-mack,90.1,86.5,0.759,Anaerobic — 4×60s @ 115%,13.3,32.4,35.3,9.0,0.4,9.6,Z3,Anaerobic capacity / W' builder,over-under-progression-over-under-progression-4.zwo
7,GOOD ✓,Over Under Progression #5,paul-mack,90.1,91.2,0.779,Anaerobic — 4×60s @ 115%,13.3,32.4,8.6,35.6,0.4,9.6,Z4,Anaerobic capacity / W' builder,over-under-progression-over-under-progression-5.zwo
7,GOOD ✓,Over Under Progression #7,paul-mack,90.1,88.5,0.768,Anaerobic — 4×30s @ 120%,13.3,34.6,9.7,36.8,0.4,5.2,Z4,Anaerobic capacity / W' builder,over-under-progression-over-under-progression-7.zwo
7,GOOD ✓,Over Under Progression #8,paul-mack,90.1,89.9,0.774,Anaerobic — 4×30s @ 135%,13.3,34.6,9.7,36.8,0.4,5.2,Z4,Anaerobic capacity / W' builder,over-under-progression-over-under-progression-8.zwo
7,GOOD ✓,Vo2 Progression #16,paul-mack,90.1,82.9,0.743,Anaerobic — 30×15s @ 120%,43.9,16.7,0.0,22.8,0.0,16.7,Z1,Anaerobic capacity / W' builder,vo2-progression-vo2-progression-16.zwo
7,GOOD ✓,Vo2 Progression #4,paul-mack,90.1,77.6,0.719,Anaerobic — 10×30s @ 120%,50.6,16.7,0.0,16.1,0.0,16.7,Z1,Anaerobic capacity / W' builder,vo2-progression-vo2-progression-4.zwo
